frame,ball_id,prediction_offset,predicted_x,predicted_y,actual_x,actual_y,error_distance,error_percent
59,8,6,1425,630,1406,622,20.615528128088304,7.19110355985682
59,8,5,1427,623,1406,622,21.02379604162864,8.740966444394035
59,8,4,1427,624,1406,622,21.095023109728988,10.80447227754426
59,8,3,1491,632,1406,622,85.58621384311844,66.98494722451268
59,8,2,1414,621,1406,622,8.06225774829855,7.628682369820821
59,8,1,1464,628,1406,622,58.309518948453004,137.8587347375279
60,8,14,1355,598,1427,624,76.55063683601855,11.730841068827912
60,8,13,1549,671,1427,624,130.74020039758238,22.789180607330163
60,8,12,1376,625,1427,624,51.0098029794274,9.316489921384942
60,8,11,1434,625,1427,624,7.0710678118654755,1.4191208522070409
60,8,10,1451,631,1427,624,25.0,5.556790535131899
60,8,9,1430,622,1427,624,3.605551275463989,0.8954858677980854
60,8,8,1460,634,1427,624,34.48187929913333,9.709161597017035
60,8,7,1465,635,1427,624,39.56008088970496,12.853602465125716
60,8,6,1467,627,1427,624,40.11234224026316,15.33274273605526
60,8,5,1468,628,1427,624,41.19465984809196,19.042034811517368
60,8,4,1542,638,1427,624,115.84903970253703,77.82292684189068
60,8,3,1450,625,1427,624,23.021728866442675,18.159461797161512
60,8,2,1512,633,1427,624,85.47514258543241,134.84500624534866
60,8,1,1496,632,1427,624,69.46221994724903,329.2825022562463
61,8,15,1388,601,1467,633,85.23496934944014,12.29313581508968
61,8,14,1515,678,1467,633,65.79513659838392,10.707586765857636
61,8,13,1409,630,1467,633,58.077534382926416,9.872093345832926
61,8,12,1471,629,1467,633,5.656854249492381,1.0494007787718225
61,8,11,1489,636,1467,633,22.20360331117452,4.525047841103209
61,8,10,1466,626,1467,633,7.0710678118654755,1.5946509441945989
61,8,9,1498,639,1467,633,31.575306807693888,7.975164476214752
61,8,8,1504,640,1467,633,37.656340767525464,10.804028566072155
61,8,7,1507,632,1467,633,40.01249804748511,13.231773512218247
61,8,6,1507,633,1467,633,40.0,15.556549477967963
61,8,5,1586,643,1467,633,119.41942890501528,62.966681862926
61,8,4,1486,629,1467,633,19.4164878389476,11.585998314867377
61,8,3,1560,638,1467,633,93.13431161500041,89.35005899202075
61,8,2,1540,637,1467,633,73.10950690573696,117.94924750495845
61,8,1,1490,630,1467,633,23.194827009486403,56.57274880362537
62,8,16,1419,603,1467,633,56.60388679233962,8.163776831401682
62,8,15,1481,685,1467,633,53.85164807134504,8.76388778897254
62,8,14,1441,634,1467,633,26.019223662515376,4.4227808138144615
62,8,13,1507,633,1467,633,40.0,7.420384068519996
62,8,12,1526,640,1467,633,59.413803110051795,12.108408609496522
62,8,11,1502,630,1467,633,35.12833614050059,7.9220615449954375
62,8,10,1536,644,1467,633,69.87131027825369,17.64781558676501
62,8,9,1543,645,1467,633,76.94153624668537,22.075393906663205
62,8,8,1545,636,1467,633,78.05767098754612,25.81297029175054
62,8,7,1546,637,1467,633,79.1012010022604,30.763543678958822
62,8,6,1551,649,1467,633,85.5102333057278,45.08726683719901
62,8,5,1521,633,1467,633,54.0,32.22230066489456
62,8,4,1584,643,1467,633,117.42657280190033,112.65527199527547
62,8,3,1584,642,1467,633,117.34564329364768,189.3164228602521
62,8,2,1521,634,1467,633,54.00925846556311,131.72989869649538
62,8,1,1541,645,1467,633,74.96665925596525,0.0
63,8,17,1451,606,1467,633,31.38470965295043,4.526504804608227
63,8,16,1447,691,1467,633,61.35144660071187,9.984414831416878
63,8,15,1473,638,1467,633,7.810249675906654,1.3275961983241265
63,8,14,1542,637,1467,633,75.1065909225016,13.932993768054484
63,8,13,1563,645,1467,633,96.74709297958259,19.716854876431036
63,8,12,1536,634,1467,633,69.00724599634447,15.562355348888735
63,8,11,1574,649,1467,633,108.18964830333815,27.326107869606066
63,8,10,1581,650,1467,633,115.26057435220423,33.069557807831835
63,8,9,1583,640,1467,633,116.21101496846157,38.42993826236088
63,8,8,1585,642,1467,633,118.3427226321923,46.02511049962846
63,8,7,1518,654,1467,633,55.154328932550705,29.081407565777123
63,8,6,1555,636,1467,633,88.05112151472007,52.54092058015696
63,8,5,1551,648,1467,633,85.32877591996736,81.86167943864466
63,8,4,1585,647,1467,633,118.82760622010359,191.7073077041492
63,8,3,1552,637,1467,633,85.09406559801923,207.54650145858346
63,8,2,1577,651,1467,633,111.46299834474219,0.0
63,8,1,1501,638,1467,633,34.36568055487916,0.0
64,8,18,1481,609,1467,633,27.784887978899608,4.007315355876397
64,8,17,1415,698,1467,633,83.24061508662703,13.546686800332742
64,8,16,1504,642,1467,633,38.07886552931954,6.472694114910194
64,8,15,1576,641,1467,633,109.29318368498559,20.274934975347414
64,8,14,1584,649,1467,633,118.0889495253472,24.066280531993158
64,8,13,1570,638,1467,633,103.12128781197411,23.255675571373793
64,8,12,1585,654,1467,633,119.85407794480753,30.27226277091919
64,8,11,1585,655,1467,633,120.03332870498926,34.43891482222352
64,8,10,1585,644,1467,633,118.51160280748886,39.190721985357804
64,8,9,1558,646,1467,633,91.92388155425118,35.75046029013937
64,8,8,1486,660,1467,633,33.015148038438355,17.408007576784243
64,8,7,1585,640,1467,633,118.20744477400736,70.5354782654997
64,8,6,1520,653,1467,633,56.64803615307419,54.34630142522131
64,8,5,1555,651,1467,633,89.82204629154248,144.9119713405101
64,8,4,1581,640,1467,633,114.21471008587291,278.5724636240803
64,8,3,1585,657,1467,633,120.41594578792295,0.0
64,8,2,1518,641,1467,633,51.62363799656123,0.0
64,8,1,1484,636,1467,633,17.26267650163207,0.0
64,2,1,1540,703,1544,698,6.4031242374328485,35.96352866894135
65,8,19,1511,612,1467,633,48.75448697299562,7.031685874102946
65,8,18,1383,704,1467,633,109.98636279102969,17.899324836647164
65,8,17,1534,646,1467,633,68.24954212300622,11.601144191251114
65,8,16,1584,645,1467,633,117.61377470347595,21.818484501204328
65,8,15,1559,654,1467,633,94.36630754670864,19.231655792652848
65,8,14,1584,642,1467,633,117.34564329364768,26.463519492959126
65,8,13,1559,658,1467,633,95.33624704172071,24.07964728049764
65,8,12,1559,659,1467,633,95.60334722173695,27.429677800412488
65,8,11,1559,648,1467,633,93.2148056909416,30.825298521082818
65,8,10,1533,650,1467,633,68.15423684555495,26.506118940525567
65,8,9,1454,665,1467,633,34.539832078341085,18.21193283218298
65,8,8,1562,643,1467,633,95.524865872714,57.00057313193177
65,8,7,1489,658,1467,633,33.301651610693426,31.94853201092367
65,8,6,1527,656,1467,633,64.25729530566937,103.66777111189714
65,8,5,1585,643,1467,633,118.4229707446997,288.83651401146267
65,8,4,1560,663,1467,633,97.71898484941399,0.0
65,8,3,1535,644,1467,633,68.8839603971781,0.0
65,8,2,1492,637,1467,633,25.317977802344327,0.0
65,8,1,1476,635,1467,633,9.219544457292887,0.0
65,2,2,1544,713,1549,713,5.0,15.09616696597921
65,2,1,1557,720,1549,713,10.63014581273465,67.23094525588645
65,9,1,1564,588,1592,601,30.870698080866262,217.20547373807636
66,8,20,1541,614,1467,633,76.40026177965623,11.018937433006638
66,8,19,1351,711,1467,633,139.7855500400524,22.74888362651047
66,8,18,1564,650,1467,633,98.47842403288143,16.739488081452116
66,8,17,1560,649,1467,633,94.36630754670864,17.505856128116378
66,8,16,1535,658,1467,633,72.44998274671983,14.765154710317482
66,8,15,1561,645,1467,633,94.76286192385707,21.370702595708035
66,8,14,1535,663,1467,633,74.32361670424818,18.77236130415331
66,8,13,1534,664,1467,633,73.824115301167,21.18097070299127
66,8,12,1534,652,1467,633,69.6419413859206,23.029964144605508
66,8,11,1507,654,1467,633,45.17742799230607,17.570122346241103
66,8,10,1422,670,1467,633,58.25804665451803,30.717915194254275
66,8,9,1539,647,1467,633,73.348483283569,43.76772003105838
66,8,8,1459,663,1467,633,31.04834939252005,29.786786434782904
66,8,7,1499,661,1467,633,42.5205832509386,68.59943405700353
66,8,6,1565,646,1467,633,98.85848471426213,241.11825540063933
66,8,5,1536,669,1467,633,77.82673062643708,0.0
66,8,4,1551,647,1467,633,85.15867542417507,0.0
66,8,3,1500,639,1467,633,33.54101966249684,0.0
66,8,2,1480,636,1467,633,13.341664064126334,0.0
66,2,3,1547,722,1557,726,10.770329614269007,22.26491625240247
66,2,2,1564,731,1557,726,8.602325267042627,27.865664859630662
66,2,1,1561,740,1557,726,14.560219778561036,95.38717128813461
66,9,2,1545,578,1578,595,37.12142238654117,242.67032964268392
66,9,1,1575,582,1578,595,13.341664064126334,87.59231583365889
67,8,21,1570,617,1467,633,104.23531071570709,15.033487324937681
67,8,20,1321,717,1467,633,168.43990026119107,27.412130137950196
67,8,19,1585,653,1467,633,119.68291440301745,20.343854391230195
67,8,18,1538,653,1467,633,73.76313442364011,13.68376968803195
67,8,17,1512,662,1467,633,53.53503525729669,10.910328036373128
67,8,16,1538,649,1467,633,72.78049189171504,16.413289081928934
67,8,15,1511,667,1467,633,55.60575509783138,14.044678819122794
67,8,14,1510,668,1467,633,55.44366510251645,15.907412387023845
67,8,13,1509,656,1467,633,47.885279575251516,15.835231610809222
67,8,12,1483,658,1467,633,29.68164415931166,11.543599148794264
67,8,11,1391,675,1467,633,86.83317338436964,45.784817879097
67,8,10,1517,650,1467,633,52.81098370604357,31.512803618240437
67,8,9,1430,668,1467,633,50.93132631298737,48.861874122386624
67,8,8,1472,665,1467,633,32.38826948140329,52.252739417936866
67,8,7,1545,649,1467,633,79.62411694957753,194.2051632916525
67,8,6,1513,674,1467,633,61.61980201201558,0.0
67,8,5,1567,650,1467,633,101.43470806385751,0.0
67,8,4,1508,640,1467,633,41.593268686170845,0.0
67,8,3,1485,637,1467,633,18.439088914585774,0.0
67,2,4,1551,731,1564,736,13.92838827718412,23.007205704402548
67,2,3,1571,742,1564,736,9.219544457292887,21.469849716629685
67,2,2,1567,753,1564,736,17.26267650163207,62.86695985897373
67,2,1,1572,754,1564,736,19.697715603592208,161.36997383768716
67,9,3,1525,568,1557,587,37.21558813185679,111.9550653234757
67,9,2,1563,573,1557,587,15.231546211727817,40.406101782088435
67,9,1,1579,580,1557,587,23.08679276123039,102.73487940103183
68,8,22,1584,619,1467,633,117.83462988442744,16.994868654805313
68,8,21,1291,723,1467,633,197.6765034089788,32.170133253815344
68,8,20,1565,657,1467,633,100.89598604503551,17.150428354776476
68,8,19,1515,656,1467,633,53.225933528685054,9.873921729708972
68,8,18,1488,666,1467,633,39.11521443121589,7.971598759701483
68,8,17,1516,652,1467,633,52.55473337388365,11.85202255533868
68,8,16,1487,672,1467,633,43.829214001622255,11.07020725578442
68,8,15,1486,673,1467,633,44.28317965096906,12.705343328478028
68,8,14,1485,660,1467,633,32.449961479175904,10.73091063355014
68,8,13,1459,662,1467,633,30.083217912982647,11.699776697995166
68,8,12,1361,680,1467,633,115.95257651298655,61.138703001896374
68,8,11,1495,653,1467,633,34.40930106817051,20.532348975693843
68,8,10,1401,672,1467,633,76.66159403508382,73.54666428171522
68,8,9,1445,670,1467,633,43.04648650006177,69.44788585376463
68,8,8,1526,652,1467,633,61.98386886924694,151.18016797377302
68,8,7,1490,680,1467,633,52.32590180780452,0.0
68,8,6,1583,652,1467,633,117.5457357797381,0.0
68,8,5,1516,642,1467,633,49.8196748283246,0.0
68,8,4,1489,638,1467,633,22.561028345356956,0.0
68,2,5,1554,740,1564,736,10.770329614269007,17.79065775654855
68,2,4,1577,753,1564,736,21.400934559032695,49.837044650769336
68,2,3,1573,765,1564,736,30.364452901377952,110.5808152930486
68,2,2,1579,768,1564,736,35.34119409414458,289.5263431118224
68,2,1,1578,759,1564,736,26.92582403567252,0.0
68,9,4,1506,558,1538,582,40.0,77.9533102053475
68,9,3,1552,564,1538,582,22.80350850198276,39.834874304603936
68,9,2,1580,572,1538,582,43.174066289845804,102.65001981822932
68,9,1,1541,571,1538,582,11.40175425099138,58.03340113821
69,2,6,1557,749,1574,761,20.808652046684813,23.853472985206558
69,2,5,1582,763,1574,761,8.246211251235321,11.817743759717546
69,2,4,1578,778,1574,761,17.46424919657298,32.269351212171735
69,2,3,1582,781,1574,761,21.540659228538015,55.359996334786565
69,2,2,1582,770,1574,761,12.041594578792296,44.721359549995796
69,2,1,1570,748,1574,761,13.601470508735444,50.514593316496516
69,9,5,1488,548,1521,576,43.278170016764804,62.75494679585598
69,9,4,1541,555,1521,576,29.0,38.52651385317371
69,9,3,1581,565,1521,576,61.0,101.52575645803745
69,9,2,1533,563,1521,576,17.69180601295413,46.998851320067246
69,9,1,1508,569,1521,576,14.7648230602334,81.90050248742256
70,2,7,1561,757,1581,772,25.0,24.94021513961319
70,2,6,1577,773,1581,772,4.123105625617661,4.983537544482642
70,2,5,1582,790,1581,772,18.027756377319946,26.85927481763403
70,2,4,1577,794,1581,772,22.360679774997898,43.09704312711197
70,2,3,1577,781,1581,772,9.848857801796104,24.738378720188393
70,2,2,1574,754,1581,772,19.313207915827967,48.51095033947611
70,2,1,1582,790,1581,772,18.027756377319946,138.26657968874304
70,9,6,1469,538,1504,571,48.104053883222775,55.73186044316461
70,9,5,1531,546,1504,571,36.796738985948195,39.57782766130278
70,9,4,1581,558,1504,571,78.08969202141856,100.37932023710061
70,9,3,1526,556,1504,571,26.627053911388696,48.095880313177666
70,9,2,1494,563,1504,571,12.806248474865697,35.836573278402234
70,9,1,1486,564,1504,571,19.313207915827967,108.99073764187371
71,2,8,1564,766,1584,777,22.825424421026653,21.52001652209196
71,2,7,1573,783,1584,777,12.529964086141668,14.150249558074815
71,2,6,1578,802,1584,777,25.709920264364882,35.24553443772934
71,2,5,1572,807,1584,777,32.31098884280702,55.992277459799176
71,2,4,1572,792,1584,777,19.209372712298546,42.10921476689489
71,2,3,1577,759,1584,777,19.313207915827967,42.336833802210144
71,2,2,1577,804,1584,777,27.892651361962706,147.83075655718488
71,2,1,1577,796,1584,777,20.248456731316587,347.25816807401037
71,9,7,1452,529,1495,568,58.05170109479997,60.65508471109445
71,9,6,1520,538,1495,568,39.05124837953327,38.113746195775796
71,9,5,1582,551,1495,568,88.64536084872124,101.5630017203917
71,9,4,1518,549,1495,568,29.832867780352597,46.00573815215977
71,9,3,1480,557,1495,568,18.601075237738275,41.133095438372955
71,9,2,1469,558,1495,568,27.85677655436824,102.40354723585743
71,9,1,1469,560,1495,568,27.202941017470888,286.74417556808754
71,6,1,426,450,426,445,5.0,0.0
72,2,9,1567,774,1590,795,31.144823004794873,24.959826424309593
72,2,8,1569,793,1590,795,21.095023109728988,19.649863527756015
72,2,7,1574,814,1590,795,24.839484696748443,27.094037223412325
72,2,6,1567,820,1590,795,33.97057550292606,44.41451984035821
72,2,5,1567,803,1590,795,24.351591323771842,37.76916072730163
72,2,4,1580,765,1590,795,31.622776601683793,49.04672209025689
72,2,3,1573,818,1590,795,28.600699292150182,76.1130812222477
72,2,2,1573,807,1590,795,20.808652046684813,84.25176945167209
72,2,1,1578,794,1590,795,12.041594578792296,63.464775882199234
72,9,8,1434,520,1472,561,55.90169943749474,46.77679871382241
72,9,7,1510,530,1472,561,49.040799340956916,38.770156048177064
72,9,6,1583,545,1472,561,112.14722466472365,100.74368399273806
72,9,5,1511,542,1472,561,43.382023926967726,48.8055013798767
72,9,4,1467,552,1472,561,10.295630140987,14.865108155800133
72,9,3,1453,552,1472,561,21.02379604162864,41.026434366535966
72,9,2,1452,554,1472,561,21.18962010041709,63.20333790005228
72,9,1,1468,559,1472,561,4.47213595499958,18.601633295108115
72,6,2,427,453,426,445,8.06225774829855,0.0
72,6,1,426,447,426,445,2.0,0.0
73,9,9,1417,511,1456,556,59.54829972383762,43.732347328970086
73,9,8,1500,522,1456,556,55.60575509783138,38.81686725848667
73,9,7,1583,538,1456,556,128.2692480682724,100.14619000312813
73,9,6,1504,535,1456,556,52.392747589718944,49.590691625874996
73,9,5,1453,546,1456,556,10.44030650891055,12.136609794225786
73,9,4,1437,547,1456,556,21.02379604162864,30.914004523446582
73,9,3,1436,549,1456,556,21.18962010041709,42.13555860003485
73,9,2,1456,555,1456,556,1.0,2.4507154069793593
73,9,1,1437,550,1456,556,19.924858845171276,118.86174270556342
73,6,3,427,455,431,434,21.37755832643195,176.92193154895662
73,6,2,426,449,431,434,15.811388300841896,130.85598064755342
73,6,1,426,446,431,434,13.0,107.58876551830782
74,9,10,1400,502,1440,551,63.25345840347388,41.383695119305045
74,9,9,1490,514,1440,551,62.20128616033595,38.87276703390645
74,9,8,1584,532,1440,551,145.24806367039804,100.27844931749519
74,9,7,1497,528,1440,551,61.465437442517235,50.21143151236765
74,9,6,1440,540,1440,551,11.0,10.701827205536024
74,9,5,1421,541,1440,551,21.470910553583888,25.328347515487337
74,9,4,1420,544,1440,551,21.18962010041709,31.60166895002614
74,9,3,1444,552,1440,551,4.123105625617661,7.162229097757403
74,9,2,1420,544,1440,551,21.18962010041709,63.20333790005228
74,9,1,1423,545,1440,551,18.027756377319946,107.54457819403255
74,6,4,428,458,431,434,24.186773244895647,200.17115963765838
74,6,3,426,450,431,434,16.76305461424021,138.73202709708295
74,6,2,426,447,431,434,13.92838827718412,115.27216156937767
74,6,1,435,425,431,434,9.848857801796104,0.0
75,9,11,1384,493,1424,546,66.40030120413611,39.1641669230628
75,9,10,1480,506,1424,546,68.81860213634101,38.93030308374111
75,9,9,1585,525,1424,546,162.36378906640482,100.46794827403411
75,9,8,1491,521,1424,546,71.5122367151245,51.38253792801202
75,9,7,1427,535,1424,546,11.40175425099138,9.537294040232357
75,9,6,1406,536,1424,546,20.591260281974,20.280313233770116
75,9,5,1404,539,1424,546,21.18962010041709,25.281335160020912
75,9,4,1431,548,1424,546,7.280109889280518,9.794263719645024
75,9,3,1403,539,1424,546,22.135943621178654,44.01732287776512
75,9,2,1407,541,1424,546,17.72004514666935,52.85446344491467
75,9,1,1408,541,1424,546,16.76305461424021,100.0
75,6,5,428,461,425,438,23.194827009486403,328.0243893371345
75,6,4,427,451,425,438,13.152946437965905,186.01075237738274
75,6,3,426,448,425,438,10.04987562112089,142.12670403551894
75,6,2,438,420,425,438,22.20360331117452,307.90857784039133
75,6,1,433,428,425,438,12.806248474865697,177.59071354792607
76,9,12,1367,485,1417,542,75.82216034906945,42.70739186366868
76,9,11,1470,499,1417,542,68.24954212300622,36.95594807557433
76,9,10,1584,519,1417,542,168.57639217873896,99.45553134407422
76,9,9,1484,514,1417,542,72.61542535852834,49.37997066514088
76,9,8,1415,530,1417,542,12.165525060596439,9.546066919595575
76,9,7,1391,531,1417,542,28.231188426986208,25.801550600003036
76,9,6,1388,534,1417,542,30.083217912982647,32.80396136282836
76,9,5,1420,544,1417,542,3.605551275463989,4.385290096535146
76,9,4,1387,534,1417,542,31.04834939252005,53.35744680319864
76,9,3,1392,536,1417,542,25.709920264364882,62.046256252637576
76,9,2,1393,536,1417,542,24.73863375370596,100.16380027358139
76,9,1,1391,535,1417,542,26.92582403567252,333.9737437860371
76,6,6,429,463,425,438,25.317977802344327,358.05027579936313
76,6,5,427,453,425,438,15.132745950421556,214.00934559032697
76,6,4,426,449,425,438,11.045361017187261,156.20499351813308
76,6,3,440,416,425,438,26.627053911388696,369.2508007386766
76,6,2,434,426,425,438,15.0,208.01257358446094
76,6,1,420,438,425,438,5.0,0.0
77,9,13,1352,477,1393,535,71.02816342831905,35.09157844395159
77,9,12,1461,491,1393,535,80.99382692526635,38.631173176671496
77,9,11,1584,513,1393,535,192.26284092356485,98.85664947157343
77,9,10,1478,508,1393,535,89.1852005660132,51.83784488346483
77,9,9,1402,524,1393,535,14.212670403551895,9.324245340777031
77,9,8,1376,526,1393,535,19.235384061671343,14.31139205074452
77,9,7,1373,530,1393,535,20.615528128088304,17.666631333439334
77,9,6,1408,540,1393,535,15.811388300841896,14.74868502899154
77,9,5,1371,529,1393,535,22.80350850198276,27.418442679846
77,9,4,1377,531,1393,535,16.492422502470642,24.835056781724376
77,9,3,1378,531,1393,535,15.524174696260024,31.267996846213986
77,9,2,1375,530,1393,535,18.681541692269406,56.793558771481834
77,9,1,1394,533,1393,535,2.23606797749979,8.94427190999916
77,6,7,429,466,425,438,28.284271247461902,400.0
77,6,6,427,454,425,438,16.1245154965971,228.03508501982756
77,6,5,426,450,425,438,12.041594578792296,170.293863659264
77,6,4,442,412,425,438,31.064449134018133,430.7864007567127
77,6,3,435,423,425,438,18.027756377319946,250.0
77,6,2,419,438,425,438,6.0,0.0
77,6,1,423,437,425,438,2.23606797749979,0.0
78,9,14,1336,469,1386,532,80.43009387039157,38.29613713044715
78,9,13,1452,484,1386,532,81.60882305241266,37.56469936168504
78,9,12,1583,507,1386,532,198.57995870681412,98.27199478103901
78,9,11,1471,502,1386,532,90.13878188659973,50.180977868981266
78,9,10,1390,519,1386,532,13.601470508735444,8.500255011475573
78,9,9,1361,521,1386,532,27.313000567495326,19.235938456626638
78,9,8,1358,525,1386,532,28.861739379323623,23.223546617899657
78,9,7,1397,537,1386,532,12.083045973594572,10.526116077558106
78,9,6,1355,524,1386,532,32.01562118716424,35.27584289084507
78,9,5,1362,527,1386,532,24.515301344262525,33.12878560035477
78,9,4,1363,527,1386,532,23.53720459187964,41.1165495133237
78,9,3,1359,526,1386,532,27.65863337187866,68.29812696071147
78,9,2,1383,528,1386,532,5.0,15.350138996137918
78,9,1,1358,523,1386,532,29.410882339705484,386.1838047283738
78,6,8,429,468,425,438,30.265491900843113,428.01869118065395
78,6,7,427,455,425,438,17.11724276862369,242.0743687382041
78,6,6,427,451,425,438,13.152946437965905,186.01075237738274
